currency,date,rate,pct_change,rolling_vol_7d
BRL,2026-01-28,5.1808,-1.445746461725772,0.5689221647324486
BSD,2025-12-01,1.0,,
BSD,2025-12-02,1.0,0.0,
BSD,2025-12-03,1.0,0.0,0.0
BSD,2025-12-07,1.0,0.0,0.0
BSD,2025-12-08,1.0,0.0,0.0
BSD,2025-12-15,1.0,0.0,0.0
BSD,2025-12-16,1.0,0.0,0.0
BSD,2025-12-17,1.0,0.0,0.0
BSD,2025-12-18,1.0,0.0,0.0
BSD,2025-12-22,1.0,0.0,0.0
BSD,2025-12-23,1.0,0.0,0.0
BSD,2026-01-02,1.0,0.0,0.0
BSD,2026-01-05,1.0,0.0,0.0
BSD,2026-01-06,1.0,0.0,0.0
BSD,2026-01-07,1.0,0.0,0.0
BSD,2026-01-08,1.0,0.0,0.0
BSD,2026-01-09,1.0,0.0,0.0
BSD,2026-01-12,1.0,0.0,0.0
BSD,2026-01-13,1.0,0.0,0.0
BSD,2026-01-14,1.0,0.0,0.0
BSD,2026-01-15,1.0,0.0,0.0
BSD,2026-01-16,1.0,0.0,0.0
